57538.0    57569.0    ARTEMIS450_2016-06.rcp        # 2016-05-30 to 2016-06-30
57569.0    57800.0    ARTEMIS450_2016-11.rcp	    # 2016-06-30 to 2017
57800.0    57930.0    ARTEMIS450_2017-06.rcp        # beginning of 2017 (includes ext. gains)
57930.0    58230.0    ARTEMIS450_2017-07.rcp        # starting 2017-06-26 (after sub-ref exchange)
58230.0    60000.0    ARTEMIS450_2018A.rcp          # starting april 2018
